type,text
ham,Haha... Yup hopefully we will lose a few kg b...
ham,She's good. How are you. Where r u working now
ham,"Oh, yes, I've just been a little under the wea..."
ham,At home also.
ham,This phone has the weirdest auto correct.
ham,Oops my phone died and I didn't even know. Yea...
ham,Havent mus ask if u can 1st wat. Of meet 4 lun...
ham,"She said,'' do u mind if I go into the bedroom..."
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND M..."
ham,We got a divorce. Lol. She.s here
ham,What's ur pin?
ham,"Babe, have you got enough money to pick up bre..."
ham,I want snow. It's just freezing and windy.
spam,URGENT! We are trying to contact U. Todays dra...
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;
ham,Don know:)this week i'm going to tirunelvai da.
ham,Me too baby! I promise to treat you well! I be...
ham,Its like that hotel dusk game i think. You sol...
spam,"Thanks for your ringtone order, reference numb..."
ham,"Hi, my love! How goes that day? Fuck, this mor..."
ham,Well that must be a pain to catch
ham,Sorry da thangam.it's my mistake.
ham,I need... Coz i never go before
ham,"Rose for red,red for blood,blood for heart,hea..."
ham,Wife.how she knew the time of murder exactly
spam,"SIX chances to win CASH! From 100 to 20,000 po..."
spam,Ur cash-balance is currently 500 pounds - to m...
ham,I feel like a dick because I keep sleeping thr...
ham,No plm i will come da. On the way.
ham,Guess he wants alone time. We could just show ...
ham,Height of recycling: Read twice- People spend ...
ham,Yup ¨¹ not comin :-(
ham,"Yes, princess. Toledo."
ham,Aight text me when you're back at mu and I'll ...
ham,Ron say fri leh. N he said ding tai feng cant ...
ham,Good. No swimsuit allowed :)
ham,Am okay. Will soon be over. All the best
ham,"A cute thought for friendship: ""Its not necess..."
ham,Ok i've sent u da latest version of da project.
ham,Good Morning my Dear........... Have a great &...
ham,Pls accept me for one day. Or am begging you c...
ham,Squeeeeeze!! This is christmas hug.. If u lik ...
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,"Funny fact Nobody teaches volcanoes 2 erupt, t..."
ham,* You gonna ring this weekend or wot?
ham,Also track down any lighters you can find
ham,"Sorry, I can't help you on this."
ham,"Babe, I need your advice"
ham,"I¡®ll leave around four, ok?"
ham,Come to medical college at 7pm ......forward i...
ham,K:)k..its good:)when are you going?
ham,I can make lasagna for you... vodka...
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
ham,Who were those people ? Were you in a tour ? I...
ham,"No, but you told me you were going, before you..."
ham,He fucking chickened out. He messaged me he wo...
spam,Congratulations! Thanks to a good friend U hav...
ham,I'm always looking for an excuse to be in the ...
ham,Yup i'm still having coffee wif my frens... My...
ham,O shore are you takin the bus
ham,So u gonna get deus ex?
ham,I will send them to your email. Do you mind &...
spam,"44 7732584351, Do you want a New Nokia 3510i c..."
ham,tap & spile at seven. * Is that pub on gas st ...
ham,Ok then i come n pick u at engin?
ham,Which is why i never wanted to tell you any of...
ham,Raviyog Peripherals bhayandar east
ham,K actually can you guys meet me at the sunoco ...
spam,You have 1 new voicemail. Please call 08719181...
ham,"MOON has come to color your dreams, STARS to m..."
ham,Just finished eating. Got u a plate. NOT lefto...
ham,Thanx a lot...
ham,Hurry home u big butt. Hang up on your last ca...
ham,Lol your right. What diet? Everyday I cheat an...
ham,Its a great day. Do have yourself a beautiful ...
ham,What happened in interview?
ham,Solve d Case : A Man Was Found Murdered On &l...
ham,Badrith is only for chennai:)i will surely pic...
ham,I tot it's my group mate... Lucky i havent rep...
ham,Hey you around? I've got enough for a half + t...
ham,Hey tmr maybe can meet you at yck
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS U...
ham,They are just making it easy to pay back. I ha...
ham,Not to worry. I'm sure you'll get it.
ham,The gas station is like a block away from my h...
spam,Someone U know has asked our dating service 2 ...
spam,Camera - You are awarded a SiPix Digital Camer...
ham,My tuition is at 330. Hm we go for the 1120 to...
ham,"I'm not smoking while people use ""wylie smokes..."
ham,Dear good morning how you feeling dear
ham,A little. Meds say take once every 8 hours. It...
ham,Beautiful tomorrow never comes.. When it comes...
ham,Dunno lei ¨¹ all decide lor. How abt leona? Oo...
ham,Hi there. We have now moved in2 our pub . Woul...
spam,Todays Voda numbers ending 5226 are selected t...
spam,This message is free. Welcome to the new & imp...
ham,Honeybee Said: *I'm d Sweetest in d World* God...
ham,Just do what ever is easier for you
spam,RCT' THNQ Adrian for U text. Rgds Vatian
ham,Stop calling everyone saying I might have canc...
ham,"It'll be tough, but I'll do what I have to"
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A...
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 na...
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR...
ham,Set a place for me in your heart and not in yo...
ham,But i'm surprised she still can guess right lo...
ham,Okie ¨¹ wan meet at bishan? Cos me at bishan n...
ham,Oh ho. Is this the first time u use these type...
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE?...
ham,I know you are serving. I mean what are you do...
ham,"Huh... Hyde park not in mel ah, opps, got conf..."
ham,Oh gei. That happend to me in tron. Maybe ill ...
spam,FREE MESSAGE Activate your 500 FREE Text Messa...
ham,I know girls always safe and selfish know i go...
ham,"No worries, hope photo shoot went well. have a..."
ham,I'm freezing and craving ice. Fml
ham,Kay... Since we are out already
ham,Eh sorry leh... I din c ur msg. Not sad alread...
ham,Yo im right by yo work
ham,Ok darlin i supose it was ok i just worry too ...
ham,"She said,'' do u mind if I go into the bedroom..."
ham,I don wake since. I checked that stuff and saw...
ham,Nope... Juz off from work...
ham,Huh so fast... Dat means u havent finished pai...
ham,what number do u live at? Is it 11?
ham,No we put party 7 days a week and study lightl...
ham,Sac will score big hundred.he is set batsman:-)
ham,Send me yetty's number pls.
ham,How much it will cost approx . Per month.
ham,Ok... The theory test? when are ¨¹ going to bo...
spam,You are being contacted by our dating service ...
ham,"That's fine, have him give me a call if he kno..."
ham,"Sorry, got a late start, we're on the way"
ham,Then u go back urself lor...
ham,I AM AT THE GAS STATION. GO THERE.
ham,"K, if u bored up just come to my home.."
ham,Babe !!!! I LOVE YOU !!!! *covers your face in...
ham,Like I made him throw up when we were smoking ...
ham,Still i have not checked it da. . .
ham,You will go to walmart. I.ll stay.
ham,"I haven't forgotten you, i might have a couple..."
ham,Oh great. I.ll disturb him more so that we can...
ham,Reverse is cheating. That is not mathematics.
ham,U're welcome... Caught u using broken english ...
ham,No problem baby. Is this is a good time to tal...
ham,"Sorry, I'll call later"
ham,Oh is it! Which brand?
ham,Sorry i cant take your call right now. It so h...
ham,At what time are you coming.
ham,Call him and say you not coming today ok and t...
ham,I emailed yifeng my part oredi.. Can ¨¹ get it...
ham,R u sure they'll understand that! Wine * good ...
ham,Minimum walk is 3miles a day.
ham,Ok not a problem will get them a taxi. C ing ...
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag d..."
ham,I don't run away frm u... I walk slowly &amp; ...
spam,Sorry I missed your call let's talk when you h...
ham,Please attend the phone:)
ham,You only hate me. You can call any but you did...
ham,No messages on her phone. I'm holding it now
ham,Can... I'm free...
ham,"Yo my trip got postponed, you still stocked up?"
ham,"Sorry, I'll call later"
ham,I am waiting for your call sir.
ham,Hey what are you doing. Y no reply pa..
ham,"Hey elaine, is today's meeting still on?"
ham,Sorry i've not gone to that place. I.ll do so ...
ham,Most of the tiime when i don't let you hug me ...
ham,Tomorrow i am not going to theatre. . . So i c...
ham,And now electricity just went out fml.
ham,Looks like you found something to do other tha...
ham,Also andros ice etc etc
ham,:)
ham,"Good afternon, my love. How are today? I hope ..."
ham,Yup. Wun believe wat? U really neva c e msg i ...
ham,Hows that watch resizing
ham,Dear umma she called me now :-)
ham,Just finished. Missing you plenty
spam,"complimentary 4 STAR Ibiza Holiday or ?10,000 ..."
ham,"Well, I meant as opposed to my drunken night o..."
ham,K... Must book a not huh? so going for yoga ba...
spam,FREE MSG:We billed your mobile number by mista...
ham,Ok can...
ham,Oops - am at my mum's in somerset... Bit far! ...
ham,So u workin overtime nigpun?
ham,Same as kallis dismissial in 2nd test:-).
ham,O. Guess they both got screwd
spam,Please CALL 08712402972 immediately as there i...
ham,"I'm in a meeting, call me later at"
ham,What r u cooking me for dinner?
ham,Ok thanx...
ham,Bull. Your plan was to go floating off to IKEA...
ham,Then i buy.
spam,URGENT! Your Mobile number has been awarded wi...
ham,Heehee that was so funny tho
ham,It only does simple arithmetic not percentages.
ham,"Yeah we wouldn't leave for an hour at least, h..."
spam,"As a valued customer, I am pleased to advise y..."
ham,Thanks honey. Have a great day.
ham,"'An Amazing Quote'' - ""Sometimes in life its d..."
ham,Good night my dear.. Sleepwell&amp;Take care
ham,Then ¨¹ ask dad to pick ¨¹ up lar... ? wan 2 s...
ham,"Jus chillaxin, what up"
ham,"""HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF S..."
ham,Beautiful Truth against Gravity.. Read careful...
spam,Do you want a New Nokia 3510i colour phone Del...
ham,Whats that coming over the hill..... Is it a m...
ham,Joy's father is John. Then John is the ____ of...
ham,Only once then after ill obey all yours.
ham,No she didnt. I will search online and let you...
ham,Where do you need to go to get it?
ham,No pic. Please re-send.
ham,He remains a bro amongst bros
ham,Uhhhhrmm isnt having tb test bad when youre sick
ham,But i haf enuff space got like 4 mb...
spam,LIFE has never been this much fun and great un...
spam,Do you want a new Video phone? 600 anytime any...
spam,"As a valued customer, I am pleased to advise y..."
spam,Welcome! Please reply with your AGE and GENDER...
spam,Freemsg: 1-month unlimited free calls! Activat...
spam,Had your mobile 10 mths? Update to latest Oran...
spam,Am new 2 club & dont fink we met yet Will B gr...
ham,True. Its easier with her here.
ham,Sure but since my parents will be working on T...
ham,Haha okay... Today weekend leh...
ham,"""Hi darlin did youPhone me? Im atHome if youwa..."
ham,I don't know jack shit about anything or i'd s...
ham,You've always been the brainy one.
ham,Yeah if we do have to get a random dude we nee...
spam,Camera - You are awarded a SiPix Digital Camer...
ham,Christmas is An occasion that is Celebrated as...
ham,Sending you greetings of joy and happiness. Do...
ham,"""Hi darlin i cantdo anythingtomorrow as mypare..."
ham,If india win or level series means this is rec...
ham,Then what about further plan?
ham,Its good to hear from you
ham,"awesome, how do I deal with the gate? Charles ..."
ham,What time you thinkin of goin?
spam,Get a FREE mobile video player FREE movie. To ...
spam,Save money on wedding lingerie at www.bridal.p...
ham,Your board is working fine. The issue of overh...
ham,Yes but I don't care cause I know its there!
ham,wiskey Brandy Rum Gin Beer Vodka Scotch Shampa...
ham,"Mon okie lor... Haha, best is cheap n gd food ..."
ham,Sitting ard nothing to do lor. U leh busy w work?
ham,Its &lt;#&gt; k here oh. Should i send home f...
ham,Sorry. || mail? ||
ham,Ya just telling abt tht incident..
ham,Yes we were outside for like 2 hours. And I ca...
ham,Ugh just got outta class
ham,Nowadays people are notixiquating the laxinorf...
ham,I dont have any of your file in my bag..i was ...
ham,No need lar. Jus testing e phone card. Dunno n...
ham,Ok. I.ll do you right later.
ham,Friendship poem: Dear O Dear U R Not Near But ...
ham,Have your lunch and come quickly and open the ...
spam,Not heard from U4 a while. Call me now am here...
ham,I am back. Bit long cos of accident on a30. Ha...
ham,K.. I yan jiu liao... Sat we can go 4 bugis vi...
spam,Bloomberg -Message center +447797706009 Why wa...
ham,i am seeking a lady in the street and a freak ...
ham,My phone
ham,"Haha figures, well I found the piece and prisc..."
ham,"Actually fuck that, just do whatever, do find ..."
spam,URGENT! We are trying to contact U. Todays dra...
ham,yay! finally lol. i missed our cinema trip las...
ham,All day working day:)except saturday and sunday..
ham,aathi..where are you dear..
ham,Heart is empty without love.. Mind is empty wi...
ham,I think I¡®m waiting for the same bus! Inform ...
ham,You getting back any time soon?
ham,", how's things? Just a quick question."
ham,"Night has ended for another day, morning has c..."
ham,"I can probably come by, everybody's done aroun..."
ham,I got it before the new year cos yetunde said ...
ham,I can ask around but there's not a lot in term...
ham,Be sure to check your yahoo email. We sent pho...
ham,What was she looking for?
ham,Wherre's my boytoy ? :-(
spam,Do you want a NEW video phone750 anytime any n...
ham,"Hello, my love! How goes that day ? I wish you..."
ham,Tell my bad character which u Dnt lik in me. ...
ham,No:-)i got rumour that you going to buy apartm...
ham,"Yeah, probably earlier than that"
ham,Change windows logoff sound..
ham,Still i have not checked it da. . .
ham,I'm also came to room.
ham,Huh but i got lesson at 4 lei n i was thinkin ...
ham,Ok.
ham,I will reach office around &lt;DECIMAL&gt; . ...
ham,"Cool, text me when you head out"
spam,You are being contacted by our dating service ...
spam,Wan2 win a Meet+Greet with Westlife 4 U or a m...
ham,Happy birthday... May u find ur prince charmin...
ham,"Oh, the grand is having a bit of a party but i..."
ham,You said to me before i went back to bed that ...
ham,I hope you arnt pissed off but id would really...
spam,Dorothy@kiefer.com (Bank of Granite issues Str...
ham,says the &lt;#&gt; year old with a man and m...
